,SBoxes,time_elapsed,generation_method,max_item,max_item_count,zero_items_count
0,"[1, 9, 7, 13, 6, 5, 3, 12, 10, 2, 8, 0, 14, 4, 11, 15]",0.0010027885437011719,RandomGeneration,6,5,133
1,"[15, 7, 1, 5, 9, 4, 13, 2, 10, 12, 0, 6, 11, 3, 8, 14]",0.0009999275207519531,RandomGeneration,6,5,133
2,"[8, 0, 10, 11, 5, 2, 14, 12, 13, 3, 4, 6, 1, 7, 15, 9]",0.0,RandomGeneration,6,2,127
3,"[13, 9, 1, 2, 8, 5, 4, 6, 12, 14, 0, 11, 7, 10, 15, 3]",0.0009706020355224609,RandomGeneration,8,1,130
4,"[3, 10, 12, 13, 2, 11, 7, 0, 8, 15, 5, 9, 4, 1, 14, 6]",0.0,RandomGeneration,4,21,126
5,"[2, 4, 7, 5, 8, 10, 14, 1, 12, 0, 6, 3, 13, 11, 9, 15]",0.00102996826171875,RandomGeneration,6,4,131
6,"[12, 8, 15, 2, 5, 1, 3, 13, 6, 0, 4, 10, 11, 14, 9, 7]",0.0,RandomGeneration,6,6,135
7,"[5, 2, 13, 4, 11, 15, 3, 7, 1, 8, 14, 9, 6, 12, 10, 0]",0.0010008811950683594,RandomGeneration,8,1,146
8,"[4, 12, 11, 10, 8, 5, 0, 3, 2, 14, 6, 7, 15, 13, 1, 9]",0.0,RandomGeneration,4,21,126
9,"[9, 11, 7, 13, 10, 5, 0, 6, 4, 2, 12, 8, 14, 1, 15, 3]",0.0009980201721191406,RandomGeneration,6,6,138
10,"[3, 12, 5, 1, 8, 13, 10, 2, 7, 14, 15, 4, 0, 9, 11, 6]",0.0,RandomGeneration,6,3,129
11,"[0, 3, 7, 1, 6, 10, 4, 5, 2, 12, 8, 13, 15, 14, 9, 11]",0.0009720325469970703,RandomGeneration,6,1,128
12,"[14, 2, 8, 1, 13, 5, 3, 10, 9, 7, 6, 4, 15, 11, 0, 12]",0.0,RandomGeneration,6,3,129
13,"[10, 11, 0, 3, 15, 6, 9, 1, 14, 5, 13, 4, 2, 7, 8, 12]",0.0010290145874023438,RandomGeneration,8,1,136
14,"[15, 14, 5, 3, 7, 2, 12, 8, 4, 13, 11, 0, 6, 9, 10, 1]",0.0,RandomGeneration,6,2,127
15,"[6, 3, 0, 10, 13, 8, 14, 11, 12, 9, 15, 2, 5, 7, 1, 4]",0.0,RandomGeneration,10,1,157
16,"[7, 11, 13, 2, 1, 4, 3, 12, 5, 9, 6, 15, 14, 0, 8, 10]",0.0009996891021728516,RandomGeneration,6,1,122
17,"[0, 13, 14, 4, 9, 8, 10, 2, 12, 6, 15, 7, 5, 11, 1, 3]",0.0,RandomGeneration,8,1,134
18,"[13, 12, 4, 0, 3, 1, 15, 10, 14, 5, 11, 2, 6, 9, 7, 8]",0.001001596450805664,RandomGeneration,8,1,126
19,"[1, 5, 11, 14, 13, 10, 15, 8, 2, 12, 9, 6, 3, 4, 7, 0]",0.0,RandomGeneration,8,1,136
20,"[4, 10, 14, 9, 15, 13, 6, 3, 8, 1, 5, 2, 11, 12, 0, 7]",0.0009992122650146484,RandomGeneration,8,1,130
21,"[14, 6, 3, 7, 4, 5, 12, 10, 9, 13, 2, 11, 15, 8, 0, 1]",0.0,RandomGeneration,8,1,136
22,"[13, 8, 14, 12, 15, 0, 4, 1, 5, 10, 11, 2, 7, 9, 6, 3]",0.0,RandomGeneration,10,1,140
23,"[13, 7, 5, 4, 6, 0, 8, 2, 10, 15, 12, 9, 11, 1, 3, 14]",0.00099945068359375,RandomGeneration,6,2,127
24,"[15, 4, 10, 14, 6, 8, 1, 5, 2, 12, 7, 13, 9, 0, 11, 3]",0.0,RandomGeneration,6,4,131
25,"[15, 6, 1, 8, 14, 3, 5, 7, 13, 9, 0, 11, 4, 10, 12, 2]",0.0010004043579101562,RandomGeneration,8,1,136
26,"[14, 9, 15, 5, 4, 10, 6, 11, 3, 12, 7, 2, 8, 0, 1, 13]",0.0,RandomGeneration,6,4,131
27,"[12, 15, 9, 0, 14, 4, 6, 5, 3, 8, 1, 2, 11, 13, 7, 10]",0.0009987354278564453,RandomGeneration,8,1,132
28,"[0, 10, 4, 1, 12, 15, 6, 11, 2, 9, 7, 3, 8, 14, 5, 13]",0.0,RandomGeneration,6,4,131
29,"[11, 15, 6, 3, 5, 8, 0, 12, 14, 4, 9, 13, 1, 2, 10, 7]",0.0,RandomGeneration,8,1,136
30,"[5, 7, 14, 0, 15, 1, 12, 11, 6, 4, 13, 10, 8, 9, 3, 2]",0.0,RandomGeneration,8,1,134
31,"[3, 1, 9, 10, 12, 11, 2, 13, 8, 6, 14, 0, 15, 7, 4, 5]",0.0,RandomGeneration,8,1,138
32,"[5, 14, 11, 9, 12, 0, 7, 6, 10, 4, 13, 1, 3, 8, 2, 15]",0.0010020732879638672,RandomGeneration,8,3,143
33,"[12, 14, 1, 0, 4, 2, 7, 6, 8, 3, 10, 11, 15, 13, 9, 5]",0.0,RandomGeneration,6,2,127
34,"[2, 14, 6, 11, 12, 10, 15, 0, 1, 5, 9, 13, 7, 8, 4, 3]",0.0010304450988769531,RandomGeneration,8,1,138
35,"[7, 1, 13, 2, 12, 10, 14, 0, 3, 8, 15, 9, 4, 5, 6, 11]",0.0,RandomGeneration,6,3,129
36,"[5, 11, 15, 12, 0, 6, 1, 7, 3, 8, 13, 14, 10, 4, 9, 2]",0.0,RandomGeneration,8,1,131
37,"[13, 8, 6, 4, 7, 1, 11, 10, 9, 3, 2, 15, 12, 14, 5, 0]",0.0,RandomGeneration,8,1,137
38,"[12, 8, 9, 4, 6, 5, 7, 0, 1, 15, 14, 3, 11, 10, 2, 13]",0.0,RandomGeneration,6,5,136
39,"[5, 4, 9, 11, 14, 10, 12, 1, 2, 0, 13, 15, 6, 3, 7, 8]",0.0010020732879638672,RandomGeneration,8,1,132
40,"[2, 7, 5, 13, 15, 9, 11, 10, 1, 4, 12, 3, 6, 0, 8, 14]",0.0,RandomGeneration,8,2,151
41,"[12, 11, 9, 5, 0, 13, 10, 2, 4, 15, 8, 6, 1, 14, 3, 7]",0.000997304916381836,RandomGeneration,6,4,131
42,"[5, 1, 3, 7, 11, 15, 9, 14, 0, 13, 6, 8, 10, 4, 12, 2]",0.0,RandomGeneration,10,1,154
43,"[12, 10, 11, 15, 9, 5, 3, 1, 14, 4, 13, 6, 7, 8, 2, 0]",0.0009713172912597656,RandomGeneration,6,2,127
44,"[11, 15, 2, 4, 14, 1, 6, 9, 0, 8, 3, 7, 13, 12, 5, 10]",0.0,RandomGeneration,8,3,141
45,"[13, 11, 0, 12, 7, 3, 8, 14, 4, 5, 1, 10, 15, 2, 9, 6]",0.0009999275207519531,RandomGeneration,8,1,132
46,"[4, 8, 13, 1, 3, 7, 2, 11, 6, 9, 12, 14, 15, 0, 10, 5]",0.0,RandomGeneration,8,1,140
47,"[3, 15, 7, 4, 5, 0, 6, 1, 2, 8, 9, 13, 12, 14, 10, 11]",0.0,RandomGeneration,6,5,136
48,"[14, 0, 5, 12, 1, 2, 8, 6, 10, 15, 3, 4, 7, 13, 9, 11]",0.0010004043579101562,RandomGeneration,6,3,132
49,"[5, 14, 8, 6, 0, 7, 4, 10, 13, 15, 3, 9, 1, 12, 2, 11]",0.0,RandomGeneration,6,5,133
50,"[0, 2, 7, 15, 6, 1, 10, 8, 14, 4, 12, 5, 13, 9, 11, 3]",0.0010342597961425781,RandomGeneration,6,5,136
51,"[11, 9, 2, 1, 5, 10, 12, 6, 15, 0, 4, 7, 3, 14, 8, 13]",0.0,RandomGeneration,8,1,138
52,"[4, 13, 8, 3, 5, 7, 10, 15, 12, 6, 2, 1, 0, 14, 9, 11]",0.0009942054748535156,RandomGeneration,6,5,136
53,"[14, 13, 15, 5, 6, 8, 3, 12, 2, 0, 4, 7, 1, 11, 9, 10]",0.0,RandomGeneration,8,1,130
54,"[15, 1, 12, 14, 10, 13, 0, 7, 8, 3, 6, 2, 5, 11, 4, 9]",0.0,RandomGeneration,6,2,127
55,"[14, 12, 1, 5, 13, 10, 9, 3, 6, 2, 11, 8, 15, 7, 4, 0]",0.0010020732879638672,RandomGeneration,6,5,133
56,"[11, 9, 7, 10, 12, 3, 13, 15, 2, 6, 4, 1, 14, 8, 0, 5]",0.0,RandomGeneration,6,2,130
57,"[11, 0, 4, 8, 12, 6, 10, 3, 7, 1, 14, 13, 2, 9, 15, 5]",0.0009987354278564453,RandomGeneration,6,1,125
58,"[5, 4, 12, 9, 8, 10, 6, 13, 15, 7, 0, 14, 1, 3, 2, 11]",0.0,RandomGeneration,6,2,127
59,"[3, 12, 5, 2, 0, 13, 1, 6, 14, 8, 11, 9, 4, 15, 10, 7]",0.0009989738464355469,RandomGeneration,8,1,138
60,"[10, 14, 2, 5, 6, 13, 9, 11, 8, 12, 3, 0, 7, 4, 15, 1]",0.0,RandomGeneration,6,6,135
61,"[10, 11, 6, 13, 0, 12, 5, 9, 7, 1, 4, 8, 3, 2, 15, 14]",0.0,RandomGeneration,8,1,137
62,"[9, 12, 3, 15, 5, 10, 2, 13, 1, 11, 8, 6, 7, 4, 0, 14]",0.0010020732879638672,RandomGeneration,6,2,127
63,"[0, 4, 6, 8, 12, 7, 11, 13, 15, 5, 9, 2, 3, 10, 14, 1]",0.0,RandomGeneration,8,1,130
64,"[10, 6, 7, 12, 5, 14, 4, 13, 3, 11, 8, 1, 15, 0, 9, 2]",0.0009989738464355469,RandomGeneration,8,1,136
65,"[4, 9, 2, 10, 3, 11, 6, 13, 1, 14, 0, 12, 15, 5, 8, 7]",0.0,RandomGeneration,6,4,131
66,"[2, 15, 7, 8, 11, 13, 14, 1, 6, 3, 10, 4, 5, 9, 0, 12]",0.0010020732879638672,RandomGeneration,8,5,158
67,"[5, 3, 9, 1, 15, 8, 4, 2, 12, 13, 6, 14, 0, 10, 11, 7]",0.0,RandomGeneration,8,1,129
68,"[7, 9, 2, 0, 13, 14, 12, 15, 10, 11, 8, 5, 6, 4, 3, 1]",0.0,RandomGeneration,8,2,136
69,"[12, 1, 15, 3, 0, 11, 9, 2, 5, 10, 14, 7, 13, 8, 6, 4]",0.0009670257568359375,RandomGeneration,8,1,136
70,"[4, 6, 13, 11, 0, 12, 7, 1, 9, 8, 3, 5, 2, 10, 15, 14]",0.0,RandomGeneration,8,1,138
71,"[6, 11, 14, 13, 8, 1, 10, 4, 9, 5, 0, 15, 12, 2, 3, 7]",0.0010328292846679688,RandomGeneration,8,1,129
72,"[13, 5, 10, 1, 0, 3, 9, 15, 4, 7, 8, 14, 12, 11, 6, 2]",0.0,RandomGeneration,10,1,144
73,"[5, 7, 2, 8, 15, 4, 9, 10, 13, 6, 3, 0, 1, 11, 14, 12]",0.0009970664978027344,RandomGeneration,8,4,153
74,"[4, 3, 10, 0, 7, 12, 5, 8, 6, 11, 1, 2, 14, 9, 13, 15]",0.0,RandomGeneration,8,1,138
75,"[13, 4, 2, 6, 3, 5, 10, 1, 12, 0, 11, 14, 15, 8, 7, 9]",0.0,RandomGeneration,6,2,127
76,"[4, 6, 0, 12, 11, 5, 8, 7, 13, 2, 9, 3, 14, 1, 15, 10]",0.0010004043579101562,RandomGeneration,6,3,129
77,"[1, 2, 15, 9, 6, 11, 7, 4, 3, 14, 0, 8, 12, 10, 13, 5]",0.0,RandomGeneration,6,3,132
78,"[0, 7, 1, 13, 14, 5, 11, 3, 12, 9, 10, 8, 2, 15, 4, 6]",0.0010001659393310547,RandomGeneration,10,1,140
79,"[5, 9, 15, 3, 12, 0, 11, 13, 10, 7, 6, 8, 2, 1, 14, 4]",0.0,RandomGeneration,8,1,138
80,"[6, 11, 2, 14, 1, 3, 13, 8, 15, 5, 7, 12, 10, 9, 4, 0]",0.0009996891021728516,RandomGeneration,4,24,129
81,"[14, 8, 11, 10, 9, 13, 12, 7, 6, 3, 1, 4, 15, 0, 5, 2]",0.0,RandomGeneration,6,2,133
82,"[15, 10, 3, 13, 1, 8, 7, 6, 12, 11, 2, 4, 0, 9, 5, 14]",0.0009703636169433594,RandomGeneration,8,1,130
83,"[9, 0, 4, 14, 15, 13, 3, 12, 10, 5, 2, 6, 1, 7, 11, 8]",0.0,RandomGeneration,6,4,128
