,SBoxes,time_elapsed,generation_method,max_item,max_item_count,zero_items_count,nonlinearity,balancedness
0,"[0, 1, 2, 9, 4, 12, 7, 3, 8, 14, 15, 5, 11, 6, 10, 13]",0.011965752,PrescribedDDT,4,18,123,4,TRUE
1,"[0, 1, 2, 14, 4, 3, 15, 12, 8, 11, 9, 6, 13, 7, 10, 5]",0.010942698,PrescribedDDT,4,24,129,2,TRUE
2,"[0, 1, 2, 13, 4, 3, 11, 14, 8, 7, 5, 6, 15, 9, 12, 10]",0.002992153,PrescribedDDT,4,18,123,4,TRUE
3,"[0, 1, 2, 9, 4, 6, 7, 3, 8, 12, 15, 10, 11, 14, 5, 13]",0.006981134,PrescribedDDT,4,21,126,2,TRUE
4,"[0, 1, 2, 6, 4, 14, 5, 12, 8, 13, 9, 7, 10, 15, 3, 11]",0.002992153,PrescribedDDT,4,18,123,4,TRUE
5,"[0, 1, 2, 12, 4, 15, 7, 5, 8, 3, 9, 13, 14, 11, 6, 10]",0.00398922,PrescribedDDT,4,18,123,4,TRUE
6,"[0, 1, 2, 15, 4, 3, 11, 13, 8, 12, 5, 7, 14, 10, 6, 9]",0.002992153,PrescribedDDT,4,21,126,2,TRUE
7,"[0, 1, 2, 15, 4, 6, 9, 7, 8, 10, 13, 3, 5, 12, 11, 14]",0.004019976,PrescribedDDT,4,24,129,4,TRUE
8,"[0, 1, 2, 9, 4, 14, 10, 12, 8, 3, 11, 15, 5, 13, 6, 7]",0.005983829,PrescribedDDT,4,21,126,2,TRUE
9,"[0, 1, 2, 7, 4, 10, 13, 15, 8, 12, 14, 6, 11, 5, 3, 9]",0.00196743,PrescribedDDT,4,24,129,4,TRUE
10,"[0, 1, 2, 6, 4, 7, 9, 15, 8, 10, 13, 14, 5, 11, 3, 12]",0.002019405,PrescribedDDT,4,18,123,4,TRUE
11,"[0, 1, 2, 9, 4, 15, 5, 6, 8, 13, 7, 10, 3, 14, 11, 12]",0.002991915,PrescribedDDT,4,24,129,4,TRUE
12,"[0, 1, 2, 13, 4, 10, 9, 5, 8, 14, 15, 6, 12, 11, 3, 7]",0.002991915,PrescribedDDT,4,21,126,2,TRUE
13,"[0, 1, 2, 12, 4, 11, 5, 15, 8, 13, 10, 6, 9, 7, 3, 14]",0.002991915,PrescribedDDT,4,21,126,2,TRUE
14,"[0, 1, 2, 12, 4, 5, 10, 6, 8, 11, 14, 3, 9, 7, 13, 15]",0.002991915,PrescribedDDT,4,18,123,4,TRUE
15,"[0, 1, 2, 15, 4, 14, 9, 3, 8, 13, 7, 5, 12, 11, 6, 10]",0.002999783,PrescribedDDT,4,21,126,2,TRUE
16,"[0, 1, 2, 12, 4, 10, 7, 5, 8, 3, 9, 13, 6, 14, 15, 11]",0.002984762,PrescribedDDT,4,18,123,4,TRUE
17,"[0, 1, 2, 11, 4, 6, 10, 12, 8, 14, 5, 9, 13, 7, 3, 15]",0.001996279,PrescribedDDT,4,18,123,4,TRUE
18,"[0, 1, 2, 15, 4, 3, 5, 10, 8, 14, 11, 12, 9, 7, 6, 13]",0.002990246,PrescribedDDT,4,15,120,4,TRUE
19,"[0, 1, 2, 10, 4, 12, 5, 11, 8, 7, 3, 13, 15, 14, 6, 9]",0.001994133,PrescribedDDT,4,24,129,2,TRUE
20,"[0, 1, 2, 13, 4, 14, 5, 3, 8, 12, 11, 6, 15, 7, 10, 9]",0.002995014,PrescribedDDT,4,24,129,4,TRUE
21,"[0, 1, 2, 9, 4, 10, 11, 15, 8, 13, 7, 12, 5, 3, 6, 14]",0.001992464,PrescribedDDT,4,18,123,4,TRUE
22,"[0, 1, 2, 12, 4, 6, 14, 15, 8, 10, 11, 7, 9, 3, 13, 5]",0.002991199,PrescribedDDT,4,15,120,4,TRUE
23,"[0, 1, 2, 6, 4, 3, 9, 10, 8, 7, 11, 13, 5, 15, 12, 14]",0.002991915,PrescribedDDT,4,15,120,4,TRUE
