,SBoxes,time_elapsed,generation_method,max_item,max_item_count,zero_items_count,nonlinearity,balancedness
0,"[0, 1, 2, 11, 4, 61, 49, 22, 8, 51, 42, 44, 50, 37, 41, 52, 16, 55, 59, 45, 6, 12, 19, 54, 29, 14, 24, 28, 63, 23, 57, 7, 32, 36, 43, 9, 26, 40, 31, 5, 30, 34, 46, 25, 17, 38, 33, 53, 47, 20, 62, 18, 48, 13, 21, 35, 15, 39, 3, 27, 56, 10, 60, 58]",0.047871828,PrescribedDDT,8,10,2391,18,TRUE
1,"[0, 1, 2, 6, 4, 26, 61, 24, 8, 10, 14, 44, 41, 25, 39, 40, 16, 21, 56, 42, 51, 33, 7, 13, 55, 60, 53, 3, 18, 59, 43, 29, 32, 47, 46, 27, 36, 35, 15, 49, 19, 5, 20, 23, 17, 38, 63, 45, 50, 58, 9, 30, 34, 28, 12, 31, 48, 11, 57, 52, 62, 22, 54, 37]",0.047872782,PrescribedDDT,8,4,2372,16,TRUE
2,"[0, 1, 2, 48, 4, 59, 52, 3, 8, 43, 22, 25, 44, 57, 24, 18, 16, 60, 58, 35, 45, 62, 61, 14, 7, 30, 47, 9, 20, 51, 46, 56, 32, 13, 39, 17, 11, 29, 33, 36, 40, 38, 42, 37, 53, 55, 12, 26, 10, 54, 31, 63, 15, 34, 21, 28, 41, 27, 50, 23, 49, 19, 5, 6]",0.048869133,PrescribedDDT,8,5,2395,18,TRUE
3,"[0, 1, 2, 39, 4, 22, 11, 43, 8, 60, 52, 27, 17, 51, 49, 9, 16, 26, 18, 61, 37, 62, 25, 10, 24, 40, 28, 34, 47, 42, 5, 45, 32, 14, 36, 12, 63, 46, 44, 57, 30, 58, 48, 50, 19, 21, 3, 56, 59, 41, 33, 13, 38, 15, 7, 6, 31, 35, 55, 29, 53, 20, 23, 54]",0.048840761,PrescribedDDT,8,8,2384,16,TRUE
4,"[0, 1, 2, 11, 4, 36, 43, 25, 8, 10, 42, 59, 61, 49, 58, 23, 16, 12, 6, 60, 41, 15, 24, 19, 50, 38, 62, 57, 55, 21, 35, 20, 32, 56, 34, 31, 29, 30, 27, 63, 18, 26, 37, 48, 47, 5, 44, 22, 46, 39, 28, 51, 45, 52, 54, 17, 3, 7, 33, 13, 40, 14, 53, 9]",0.046874762,PrescribedDDT,8,3,2318,20,TRUE
5,"[0, 1, 2, 52, 4, 53, 13, 21, 8, 11, 34, 19, 6, 45, 55, 59, 16, 41, 31, 24, 46, 3, 30, 51, 56, 57, 12, 17, 44, 26, 38, 18, 32, 7, 14, 22, 10, 42, 33, 15, 48, 50, 29, 27, 36, 5, 20, 43, 54, 63, 23, 60, 58, 39, 61, 47, 25, 37, 49, 28, 62, 9, 35, 40]",0.046875715,PrescribedDDT,8,3,2358,18,TRUE
6,"[0, 1, 2, 10, 4, 45, 15, 63, 8, 40, 18, 9, 17, 14, 58, 26, 16, 60, 29, 43, 12, 59, 46, 61, 6, 51, 57, 44, 36, 52, 47, 31, 32, 56, 24, 55, 37, 35, 27, 25, 39, 20, 54, 11, 22, 30, 7, 34, 21, 41, 62, 23, 53, 42, 19, 38, 3, 48, 50, 5, 13, 33, 49, 28]",0.046906948,PrescribedDDT,8,5,2374,18,TRUE
7,"[0, 1, 2, 54, 4, 47, 5, 44, 8, 9, 22, 52, 63, 43, 6, 3, 16, 39, 17, 30, 50, 13, 33, 61, 53, 21, 31, 37, 58, 59, 57, 28, 32, 62, 41, 45, 12, 49, 11, 60, 35, 10, 15, 14, 56, 18, 48, 46, 7, 27, 24, 19, 36, 29, 38, 20, 55, 51, 42, 34, 23, 25, 26, 40]",0.048863649,PrescribedDDT,8,14,2429,18,TRUE
8,"[0, 1, 2, 56, 4, 13, 7, 60, 8, 12, 29, 38, 33, 11, 5, 18, 16, 50, 35, 59, 24, 63, 52, 10, 27, 44, 54, 22, 34, 47, 61, 58, 32, 21, 17, 25, 28, 23, 36, 20, 37, 51, 55, 31, 6, 19, 14, 57, 3, 49, 46, 30, 9, 41, 43, 42, 62, 39, 48, 15, 40, 53, 26, 45]",0.04890132,PrescribedDDT,8,5,2384,18,TRUE
9,"[0, 1, 2, 47, 4, 25, 14, 17, 8, 13, 63, 54, 6, 33, 59, 39, 16, 20, 42, 43, 24, 23, 45, 30, 3, 7, 36, 58, 56, 55, 22, 15, 32, 38, 44, 37, 19, 11, 9, 29, 26, 60, 21, 52, 48, 18, 10, 49, 53, 50, 61, 5, 12, 41, 62, 57, 40, 28, 31, 51, 46, 35, 27, 34]",0.047843933,PrescribedDDT,8,5,2385,16,TRUE
