,SBoxes,time_elapsed,generation_method,max_item,max_item_count,zero_items_count,nonlinearity,balancedness
0,"[0, 1, 2, 43, 4, 5, 49, 12, 8, 9, 31, 51, 21, 28, 62, 38, 16, 18, 6, 54, 29, 53, 19, 47, 57, 24, 22, 45, 15, 48, 50, 27, 32, 25, 56, 40, 33, 20, 10, 58, 23, 13, 30, 7, 46, 61, 35, 17, 44, 39, 26, 3, 14, 36, 59, 55, 63, 52, 11, 37, 41, 42, 34, 60]",0.048868895,PrescribedDDT,6,57,2349,16,TRUE
1,"[0, 1, 2, 42, 4, 48, 29, 49, 8, 33, 45, 36, 15, 39, 21, 24, 16, 59, 40, 31, 35, 12, 3, 61, 10, 53, 23, 52, 28, 6, 34, 43, 32, 50, 41, 46, 13, 30, 25, 62, 63, 22, 5, 54, 14, 47, 58, 9, 27, 26, 57, 18, 56, 7, 37, 44, 60, 38, 11, 55, 51, 20, 17, 19]",0.051862478,PrescribedDDT,6,52,2351,18,TRUE
2,"[0, 1, 2, 7, 4, 34, 31, 48, 8, 59, 60, 18, 11, 24, 62, 13, 16, 38, 22, 57, 56, 51, 6, 35, 15, 39, 26, 49, 46, 30, 36, 27, 32, 44, 20, 53, 29, 42, 3, 10, 45, 37, 12, 61, 63, 5, 52, 9, 17, 43, 58, 19, 14, 21, 33, 40, 47, 50, 54, 41, 23, 55, 25, 28]",0.052830458,PrescribedDDT,6,49,2351,16,TRUE
3,"[0, 1, 2, 5, 4, 55, 44, 40, 8, 15, 7, 28, 41, 60, 52, 21, 16, 63, 12, 23, 56, 48, 3, 19, 29, 49, 59, 11, 54, 24, 37, 31, 32, 57, 61, 45, 13, 14, 30, 10, 33, 39, 47, 20, 22, 62, 26, 38, 6, 51, 53, 46, 25, 34, 35, 58, 17, 50, 9, 27, 18, 36, 43, 42]",0.0578444,PrescribedDDT,6,58,2372,18,TRUE
4,"[0, 1, 2, 17, 4, 25, 60, 9, 8, 3, 38, 36, 7, 47, 24, 12, 16, 18, 59, 35, 21, 11, 39, 13, 49, 27, 51, 48, 46, 33, 31, 63, 32, 20, 61, 34, 56, 44, 53, 45, 14, 62, 22, 28, 19, 5, 42, 30, 52, 29, 6, 58, 55, 10, 50, 43, 37, 26, 23, 41, 57, 15, 40, 54]",0.114289999,PrescribedDDT,6,59,2371,16,TRUE
5,"[0, 1, 2, 38, 4, 61, 24, 54, 8, 14, 25, 63, 27, 47, 48, 55, 16, 5, 17, 13, 46, 12, 53, 7, 49, 59, 50, 28, 45, 52, 20, 43, 32, 39, 62, 11, 22, 30, 42, 41, 34, 44, 6, 10, 21, 29, 9, 23, 37, 19, 56, 18, 31, 40, 36, 33, 57, 60, 51, 58, 15, 26, 3, 35]",0.054861784,PrescribedDDT,6,51,2385,16,TRUE
6,"[0, 1, 2, 62, 4, 48, 63, 38, 8, 15, 6, 41, 29, 51, 24, 11, 16, 42, 43, 49, 25, 20, 7, 10, 60, 46, 37, 56, 18, 59, 45, 36, 32, 12, 34, 35, 3, 53, 40, 21, 30, 57, 27, 58, 50, 17, 28, 13, 55, 54, 9, 61, 26, 47, 23, 31, 39, 44, 52, 14, 22, 5, 33, 19]",0.048010588,PrescribedDDT,6,53,2386,18,TRUE
7,"[0, 1, 2, 60, 4, 19, 43, 41, 8, 50, 15, 45, 3, 47, 38, 22, 16, 25, 31, 54, 26, 58, 21, 42, 46, 62, 14, 5, 35, 57, 44, 29, 32, 27, 17, 11, 18, 10, 34, 12, 33, 51, 6, 9, 53, 30, 39, 52, 23, 24, 20, 56, 55, 48, 36, 61, 13, 49, 40, 59, 37, 63, 28, 7]",0.051190853,PrescribedDDT,6,60,2385,16,TRUE
8,"[0, 1, 2, 12, 4, 27, 28, 17, 8, 46, 41, 33, 52, 22, 47, 37, 16, 15, 35, 13, 40, 21, 24, 36, 7, 26, 60, 39, 10, 34, 9, 43, 32, 50, 53, 20, 44, 49, 62, 51, 57, 56, 25, 11, 3, 5, 14, 38, 19, 55, 18, 31, 45, 61, 63, 6, 30, 58, 29, 23, 42, 54, 59, 48]",0.06878829,PrescribedDDT,6,73,2432,18,TRUE
9,"[0, 1, 2, 49, 4, 63, 28, 61, 8, 3, 18, 33, 7, 56, 59, 25, 16, 45, 5, 47, 19, 46, 38, 43, 35, 10, 11, 26, 52, 12, 17, 41, 32, 29, 54, 30, 22, 23, 39, 6, 9, 15, 20, 14, 48, 58, 36, 55, 34, 62, 24, 57, 51, 44, 13, 31, 60, 53, 40, 50, 21, 42, 27, 37]",0.07580328,PrescribedDDT,6,47,2347,18,TRUE
