,SBoxes,time_elapsed,generation_method,max_item,max_item_count,zero_items_count,nonlinearity,balancedness
0,"[0, 1, 2, 5, 4, 13, 7, 12, 8, 10, 6, 15, 3, 14, 9, 11]",0.00301981,PrescribedDDT,6,4,128,2,TRUE
1,"[0, 1, 2, 5, 4, 14, 11, 6, 8, 9, 3, 15, 10, 7, 12, 13]",0.001998186,PrescribedDDT,6,4,131,2,TRUE
2,"[0, 1, 2, 15, 4, 12, 7, 10, 8, 11, 5, 13, 14, 9, 6, 3]",0.002987623,PrescribedDDT,6,2,127,2,TRUE
3,"[0, 1, 2, 15, 4, 11, 9, 10, 8, 12, 5, 3, 6, 7, 14, 13]",0.001998186,PrescribedDDT,6,3,132,2,TRUE
4,"[0, 1, 2, 13, 4, 3, 15, 6, 8, 10, 7, 14, 5, 11, 12, 9]",0.001988173,PrescribedDDT,6,4,131,2,TRUE
5,"[0, 1, 2, 3, 4, 5, 13, 15, 8, 12, 14, 10, 6, 9, 7, 11]",0.002968073,PrescribedDDT,6,6,135,2,TRUE
6,"[0, 1, 2, 10, 4, 6, 3, 7, 8, 14, 11, 12, 5, 13, 15, 9]",0.002021551,PrescribedDDT,6,2,130,2,TRUE
7,"[0, 1, 2, 14, 4, 9, 10, 12, 8, 3, 5, 15, 13, 7, 6, 11]",0.001992464,PrescribedDDT,6,4,131,2,TRUE
8,"[0, 1, 2, 11, 4, 10, 9, 6, 8, 14, 15, 12, 13, 3, 5, 7]",0.001994133,PrescribedDDT,6,2,127,2,TRUE
9,"[0, 1, 2, 10, 4, 3, 5, 15, 8, 6, 13, 11, 7, 12, 9, 14]",0.001995802,PrescribedDDT,6,3,129,2,TRUE
10,"[0, 1, 2, 9, 4, 10, 6, 12, 8, 15, 13, 14, 7, 11, 5, 3]",0.001999378,PrescribedDDT,6,2,127,2,TRUE
11,"[0, 1, 2, 6, 4, 9, 10, 5, 8, 11, 7, 13, 12, 14, 15, 3]",0.002961874,PrescribedDDT,6,2,127,2,TRUE
12,"[0, 1, 2, 3, 4, 6, 13, 7, 8, 12, 9, 5, 11, 14, 15, 10]",0.00398922,PrescribedDDT,6,5,136,2,TRUE
13,"[0, 1, 2, 12, 4, 3, 6, 5, 8, 9, 13, 14, 15, 10, 7, 11]",0.001994848,PrescribedDDT,6,1,128,2,TRUE
14,"[0, 1, 2, 9, 4, 6, 10, 5, 8, 11, 14, 3, 15, 12, 7, 13]",0.002992153,PrescribedDDT,6,6,135,2,TRUE
15,"[0, 1, 2, 6, 4, 13, 15, 10, 8, 11, 3, 14, 5, 9, 12, 7]",0.001994371,PrescribedDDT,6,2,127,2,TRUE
16,"[0, 1, 2, 14, 4, 11, 12, 13, 8, 7, 9, 3, 5, 6, 15, 10]",0.001994848,PrescribedDDT,6,2,127,2,TRUE
17,"[0, 1, 2, 9, 4, 5, 11, 6, 8, 13, 7, 3, 12, 14, 10, 15]",0.00199461,PrescribedDDT,6,4,128,2,TRUE
18,"[0, 1, 2, 7, 4, 5, 3, 9, 8, 10, 6, 14, 13, 11, 12, 15]",0.00199461,PrescribedDDT,6,2,127,2,TRUE
19,"[0, 1, 2, 5, 4, 14, 10, 6, 8, 3, 11, 13, 9, 15, 12, 7]",0.002992153,PrescribedDDT,4,18,123,4,TRUE
20,"[0, 1, 2, 13, 4, 9, 15, 11, 8, 3, 5, 12, 14, 7, 6, 10]",0.001994371,PrescribedDDT,6,2,127,2,TRUE
21,"[0, 1, 2, 13, 4, 6, 7, 3, 8, 11, 12, 5, 14, 10, 9, 15]",0.001994848,PrescribedDDT,6,4,131,2,TRUE
22,"[0, 1, 2, 5, 4, 11, 13, 14, 8, 3, 9, 7, 12, 6, 10, 15]",0.001994371,PrescribedDDT,4,18,123,4,TRUE
