,SBoxes,time_elapsed,generation_method,max_item,max_item_count,zero_items_count,nonlinearity,balancedness
0,"[0, 1, 2, 48, 4, 51, 26, 40, 8, 56, 61, 33, 6, 5, 19, 55, 16, 3, 41, 58, 31, 29, 59, 15, 60, 22, 25, 10, 62, 54, 49, 43, 32, 63, 18, 44, 24, 39, 14, 30, 47, 52, 13, 37, 28, 27, 20, 17, 42, 7, 23, 38, 45, 9, 21, 34, 35, 57, 50, 11, 46, 12, 36, 53]",0.047867775,PrescribedDDT,10,1,2398,18,TRUE
1,"[0, 1, 2, 25, 4, 3, 53, 52, 8, 38, 58, 15, 28, 30, 59, 22, 16, 11, 24, 60, 20, 17, 13, 5, 39, 31, 45, 19, 42, 9, 43, 48, 32, 36, 7, 35, 34, 6, 10, 46, 55, 63, 27, 23, 33, 14, 49, 56, 62, 26, 18, 37, 21, 57, 61, 29, 54, 12, 41, 44, 40, 47, 50, 51]",0.04784441,PrescribedDDT,10,1,2430,18,TRUE
2,"[0, 1, 2, 21, 4, 23, 61, 13, 8, 34, 28, 41, 20, 17, 50, 59, 16, 42, 38, 40, 60, 54, 45, 52, 6, 49, 11, 47, 31, 5, 10, 53, 32, 30, 26, 15, 22, 35, 62, 44, 33, 63, 46, 57, 24, 51, 7, 12, 29, 27, 36, 43, 3, 25, 39, 19, 9, 55, 56, 48, 14, 58, 18, 37]",0.046875238,PrescribedDDT,8,7,2377,18,TRUE
3,"[0, 1, 2, 55, 4, 9, 42, 5, 8, 40, 25, 21, 54, 28, 35, 59, 16, 52, 23, 22, 26, 29, 18, 13, 34, 7, 19, 45, 44, 6, 31, 53, 32, 39, 10, 46, 51, 49, 12, 33, 3, 56, 36, 61, 60, 50, 57, 62, 20, 38, 14, 27, 17, 43, 37, 11, 15, 58, 63, 47, 30, 48, 24, 41]",0.046909094,PrescribedDDT,8,6,2379,16,TRUE
4,"[0, 1, 2, 62, 4, 12, 21, 23, 8, 50, 63, 51, 18, 59, 37, 33, 16, 44, 6, 47, 25, 48, 31, 58, 20, 43, 15, 49, 3, 22, 10, 60, 32, 35, 34, 26, 13, 24, 45, 56, 7, 17, 36, 46, 55, 11, 52, 19, 57, 38, 40, 28, 41, 27, 42, 14, 39, 30, 54, 5, 29, 53, 9, 61]",0.046839714,PrescribedDDT,8,12,2408,16,TRUE
5,"[0, 1, 2, 23, 4, 36, 62, 26, 8, 59, 15, 60, 37, 13, 28, 44, 16, 47, 51, 9, 21, 24, 10, 57, 12, 18, 50, 6, 43, 34, 20, 52, 32, 39, 48, 22, 31, 58, 45, 41, 42, 19, 25, 61, 38, 33, 40, 14, 54, 5, 63, 29, 27, 49, 7, 30, 3, 46, 53, 17, 55, 11, 56, 35]",0.04587698,PrescribedDDT,8,12,2395,18,TRUE
6,"[0, 1, 2, 25, 4, 26, 9, 20, 8, 3, 24, 34, 30, 46, 38, 41, 16, 59, 22, 7, 29, 52, 43, 36, 51, 53, 42, 27, 23, 60, 54, 55, 32, 39, 40, 10, 44, 5, 31, 17, 49, 50, 12, 33, 21, 11, 6, 47, 13, 28, 45, 57, 14, 15, 48, 37, 61, 62, 35, 63, 18, 58, 19, 56]",0.046875,PrescribedDDT,8,7,2393,18,TRUE
7,"[0, 1, 2, 10, 4, 40, 48, 42, 8, 6, 44, 63, 35, 33, 14, 41, 16, 39, 29, 31, 36, 61, 5, 53, 13, 62, 46, 60, 20, 26, 22, 56, 32, 12, 9, 18, 49, 7, 51, 50, 3, 17, 38, 24, 58, 54, 52, 27, 21, 57, 28, 11, 43, 15, 23, 30, 55, 45, 59, 37, 47, 25, 19, 34]",0.047899723,PrescribedDDT,10,2,2393,16,TRUE
8,"[0, 1, 2, 38, 4, 22, 34, 50, 8, 42, 62, 10, 6, 55, 51, 21, 16, 13, 29, 9, 57, 3, 39, 14, 53, 60, 43, 31, 12, 47, 56, 23, 32, 7, 59, 48, 37, 28, 54, 26, 11, 18, 33, 58, 49, 46, 45, 44, 61, 5, 41, 40, 30, 17, 25, 20, 52, 36, 24, 35, 27, 15, 63, 19]",0.046846867,PrescribedDDT,8,4,2362,20,TRUE
9,"[0, 1, 2, 52, 4, 21, 18, 14, 8, 19, 50, 28, 51, 7, 40, 62, 16, 22, 58, 57, 48, 45, 12, 34, 25, 27, 24, 33, 31, 60, 47, 3, 32, 17, 59, 39, 15, 13, 61, 36, 6, 43, 44, 41, 38, 9, 10, 20, 42, 37, 56, 49, 23, 53, 54, 55, 35, 46, 26, 63, 30, 11, 5, 29]",0.046875,PrescribedDDT,10,5,2450,18,TRUE
10,"[0, 1, 2, 26, 4, 57, 35, 30, 8, 40, 23, 55, 17, 15, 48, 29, 16, 6, 34, 49, 3, 47, 14, 39, 10, 27, 62, 63, 5, 42, 25, 11, 32, 36, 20, 58, 51, 18, 38, 46, 59, 37, 9, 19, 54, 41, 44, 7, 50, 52, 53, 60, 22, 13, 28, 31, 12, 43, 24, 33, 21, 56, 45, 61]",0.045877218,PrescribedDDT,8,6,2366,18,TRUE
