,SBoxes,time_elapsed,generation_method,max_item,max_item_count,zero_items_count
0,"[2, 1, 0, 6, 4, 3, 5, 7]",0.003842592239379883,PrescribedDDT,2,28,21
1,"[2, 1, 3, 6, 0, 5, 7, 4]",0.0036280155181884766,PrescribedDDT,8,1,36
2,"[6, 5, 3, 7, 4, 2, 1, 0]",0.0035848617553710938,PrescribedDDT,4,6,27
3,"[2, 5, 1, 7, 3, 0, 6, 4]",0.0036313533782958984,PrescribedDDT,2,28,21
4,"[4, 1, 3, 7, 2, 6, 5, 0]",0.0035829544067382812,PrescribedDDT,8,1,36
5,"[3, 6, 0, 7, 1, 2, 5, 4]",0.0036458969116210938,PrescribedDDT,2,28,21
6,"[3, 1, 6, 4, 2, 7, 0, 5]",0.0036649703979492188,PrescribedDDT,8,1,36
7,"[0, 4, 2, 1, 7, 3, 6, 5]",0.0037071704864501953,PrescribedDDT,4,6,27
8,"[3, 1, 0, 7, 4, 2, 6, 5]",0.0035474300384521484,PrescribedDDT,4,6,27
9,"[3, 2, 0, 4, 6, 1, 5, 7]",0.003686666488647461,PrescribedDDT,4,6,27
10,"[1, 6, 2, 5, 0, 7, 3, 4]",0.0035636425018310547,PrescribedDDT,8,7,42
11,"[1, 5, 3, 2, 0, 7, 4, 6]",0.0036606788635253906,PrescribedDDT,4,6,27
12,"[3, 4, 0, 2, 1, 7, 6, 5]",0.0036013126373291016,PrescribedDDT,4,6,27
13,"[4, 7, 5, 1, 0, 6, 3, 2]",0.0035414695739746094,PrescribedDDT,4,6,27
14,"[5, 4, 1, 2, 3, 6, 0, 7]",0.0036630630493164062,PrescribedDDT,2,28,21
15,"[1, 0, 6, 2, 5, 3, 7, 4]",0.0035543441772460938,PrescribedDDT,4,6,27
16,"[0, 5, 4, 7, 3, 2, 6, 1]",0.003632068634033203,PrescribedDDT,2,28,21
17,"[1, 2, 4, 0, 5, 3, 7, 6]",0.0036504268646240234,PrescribedDDT,4,6,27
18,"[3, 2, 1, 6, 0, 4, 7, 5]",0.003609895706176758,PrescribedDDT,4,6,27
19,"[4, 0, 7, 2, 6, 3, 5, 1]",0.0036983489990234375,PrescribedDDT,8,1,36
20,"[5, 4, 7, 3, 6, 0, 2, 1]",0.0037157535552978516,PrescribedDDT,2,28,21
21,"[7, 6, 0, 5, 4, 3, 1, 2]",0.0036427974700927734,PrescribedDDT,4,6,27
22,"[6, 2, 1, 0, 4, 3, 5, 7]",0.0036170482635498047,PrescribedDDT,4,6,27
23,"[3, 4, 6, 7, 2, 5, 0, 1]",0.003639698028564453,PrescribedDDT,4,6,27
24,"[0, 2, 6, 5, 3, 7, 4, 1]",0.0035707950592041016,PrescribedDDT,4,6,27
25,"[0, 6, 5, 3, 7, 2, 1, 4]",0.0037038326263427734,PrescribedDDT,8,1,36
26,"[2, 3, 5, 1, 6, 0, 4, 7]",0.003589153289794922,PrescribedDDT,4,6,27
27,"[5, 0, 3, 7, 4, 6, 2, 1]",0.0036449432373046875,PrescribedDDT,4,6,27
28,"[3, 2, 1, 7, 6, 5, 4, 0]",0.003651142120361328,PrescribedDDT,4,6,27
29,"[7, 5, 6, 1, 2, 3, 4, 0]",0.003596067428588867,PrescribedDDT,2,28,21
30,"[7, 4, 6, 1, 2, 5, 3, 0]",0.003526926040649414,PrescribedDDT,8,1,36
31,"[4, 5, 2, 7, 0, 6, 1, 3]",0.0036249160766601562,PrescribedDDT,4,6,27
32,"[7, 2, 1, 5, 0, 3, 4, 6]",0.003582477569580078,PrescribedDDT,2,28,21
33,"[5, 0, 6, 1, 7, 3, 2, 4]",0.0036945343017578125,PrescribedDDT,2,28,21
34,"[3, 0, 5, 6, 2, 1, 4, 7]",0.0035316944122314453,PrescribedDDT,8,7,42
35,"[5, 4, 3, 2, 1, 7, 0, 6]",0.0036551952362060547,PrescribedDDT,8,1,36
36,"[1, 0, 7, 3, 2, 5, 6, 4]",0.0036237239837646484,PrescribedDDT,2,28,21
37,"[1, 3, 6, 4, 0, 5, 2, 7]",0.003637552261352539,PrescribedDDT,4,6,27
