,SBoxes,time_elapsed,generation_method,max_item,max_item_count,zero_items_count
0,"[15, 7, 12, 0, 10, 11, 6, 4, 2, 5, 14, 1, 3, 13, 8, 9]",0.019547462463378906,PrescribedDDT,4,18,123
1,"[4, 10, 6, 2, 3, 7, 0, 1, 5, 9, 15, 8, 14, 12, 13, 11]",0.16902494430541992,PrescribedDDT,4,21,126
2,"[0, 8, 13, 2, 10, 11, 4, 15, 14, 5, 1, 3, 9, 7, 12, 6]",0.026465177536010742,PrescribedDDT,4,21,126
3,"[3, 8, 10, 5, 9, 4, 11, 7, 14, 15, 0, 2, 12, 6, 13, 1]",0.016775131225585938,PrescribedDDT,4,21,126
4,"[11, 15, 10, 4, 2, 9, 5, 1, 14, 12, 3, 0, 7, 6, 8, 13]",0.00970911979675293,PrescribedDDT,4,21,126
5,"[4, 3, 1, 15, 6, 10, 9, 5, 8, 13, 11, 0, 12, 14, 2, 7]",0.012799739837646484,PrescribedDDT,4,18,123
6,"[3, 0, 6, 11, 1, 15, 14, 7, 5, 13, 10, 9, 2, 12, 4, 8]",0.03650975227355957,PrescribedDDT,4,21,126
7,"[15, 4, 1, 3, 0, 9, 7, 11, 8, 5, 14, 10, 12, 2, 13, 6]",0.01840496063232422,PrescribedDDT,4,18,123
8,"[1, 10, 9, 14, 2, 6, 0, 15, 13, 7, 3, 5, 8, 11, 12, 4]",0.013239860534667969,PrescribedDDT,4,24,129
9,"[9, 5, 8, 2, 0, 13, 10, 7, 3, 11, 14, 12, 4, 15, 1, 6]",0.17769122123718262,PrescribedDDT,4,21,126
10,"[3, 13, 2, 14, 8, 15, 5, 10, 6, 9, 7, 1, 12, 4, 11, 0]",0.008736133575439453,PrescribedDDT,4,18,123
11,"[3, 7, 12, 5, 4, 2, 6, 14, 8, 13, 15, 11, 1, 0, 9, 10]",0.01974010467529297,PrescribedDDT,4,15,120
12,"[8, 14, 13, 3, 4, 9, 11, 10, 12, 6, 1, 5, 15, 2, 7, 0]",0.007692098617553711,PrescribedDDT,4,15,120
13,"[14, 8, 11, 13, 1, 0, 5, 7, 3, 6, 9, 10, 12, 4, 15, 2]",0.007931709289550781,PrescribedDDT,4,15,120
14,"[7, 2, 11, 1, 0, 8, 6, 15, 9, 12, 3, 4, 13, 10, 14, 5]",0.007719993591308594,PrescribedDDT,4,18,123
15,"[5, 12, 0, 8, 10, 15, 2, 6, 13, 7, 9, 4, 11, 1, 3, 14]",0.009438037872314453,PrescribedDDT,4,24,129
16,"[5, 0, 8, 9, 13, 1, 3, 14, 11, 12, 15, 10, 4, 7, 2, 6]",0.01129150390625,PrescribedDDT,4,15,120
17,"[3, 0, 1, 13, 10, 14, 15, 7, 9, 6, 4, 2, 8, 5, 12, 11]",0.015661954879760742,PrescribedDDT,4,18,123
18,"[4, 15, 8, 7, 13, 12, 14, 5, 1, 0, 11, 2, 10, 6, 9, 3]",0.02320075035095215,PrescribedDDT,4,21,126
19,"[4, 13, 11, 2, 8, 9, 1, 10, 7, 3, 6, 5, 0, 15, 12, 14]",0.008181571960449219,PrescribedDDT,4,21,126
20,"[4, 3, 12, 14, 6, 15, 8, 5, 2, 10, 1, 13, 11, 0, 9, 7]",0.00973057746887207,PrescribedDDT,4,18,123
