,SBoxes,time_elapsed,generation_method,max_item,max_item_count,zero_items_count
0,"[0, 7, 2, 1, 5, 9, 6, 13, 4, 15, 10, 8, 12, 14, 3, 11]",0.00801992416381836,PrescribedDDT,6,2,127
1,"[14, 3, 6, 7, 0, 1, 13, 12, 4, 10, 5, 11, 8, 15, 9, 2]",0.007770061492919922,PrescribedDDT,6,3,126
2,"[6, 15, 7, 8, 10, 9, 4, 3, 12, 11, 0, 5, 14, 13, 1, 2]",0.007797956466674805,PrescribedDDT,6,6,135
3,"[14, 8, 7, 0, 6, 10, 4, 9, 12, 2, 5, 15, 1, 13, 3, 11]",0.007722377777099609,PrescribedDDT,6,4,131
4,"[15, 5, 7, 14, 10, 3, 8, 1, 0, 12, 11, 13, 9, 2, 6, 4]",0.00784754753112793,PrescribedDDT,8,1,130
5,"[3, 1, 12, 2, 14, 10, 0, 15, 7, 4, 6, 13, 5, 9, 8, 11]",0.007467746734619141,PrescribedDDT,8,1,132
6,"[2, 5, 1, 0, 10, 4, 12, 14, 7, 9, 11, 3, 13, 8, 15, 6]",0.0075643062591552734,PrescribedDDT,8,1,132
7,"[14, 0, 3, 1, 5, 15, 2, 9, 11, 7, 13, 10, 4, 8, 12, 6]",0.0075855255126953125,PrescribedDDT,6,3,132
8,"[14, 11, 1, 7, 3, 12, 9, 13, 0, 15, 4, 10, 8, 5, 6, 2]",0.007552623748779297,PrescribedDDT,8,1,132
9,"[3, 10, 2, 15, 6, 9, 5, 4, 12, 8, 7, 1, 11, 0, 13, 14]",0.007551670074462891,PrescribedDDT,6,2,127
10,"[9, 13, 1, 15, 2, 14, 0, 3, 8, 12, 11, 4, 10, 7, 5, 6]",0.007506370544433594,PrescribedDDT,8,1,136
11,"[12, 15, 5, 2, 13, 0, 8, 14, 10, 3, 9, 1, 7, 11, 4, 6]",0.007615089416503906,PrescribedDDT,6,2,124
12,"[15, 5, 14, 9, 8, 11, 1, 2, 12, 6, 13, 4, 10, 7, 0, 3]",0.00755620002746582,PrescribedDDT,6,4,131
