,SBoxes,time_elapsed,generation_method,max_item,max_item_count,zero_items_count
0,"[6, 2, 5, 0, 1, 4, 7, 3]",0.004542827606201172,PrescribedDDT,4,6,27
1,"[6, 5, 7, 1, 4, 3, 2, 0]",0.0036585330963134766,PrescribedDDT,2,28,21
2,"[5, 2, 1, 7, 4, 0, 6, 3]",0.0036613941192626953,PrescribedDDT,2,28,21
3,"[5, 2, 7, 0, 4, 6, 1, 3]",0.00439906120300293,PrescribedDDT,4,6,27
4,"[1, 2, 4, 6, 5, 7, 3, 0]",0.0043392181396484375,PrescribedDDT,4,6,27
5,"[4, 0, 1, 2, 7, 5, 6, 3]",0.0036802291870117188,PrescribedDDT,2,28,21
6,"[5, 2, 3, 7, 1, 6, 0, 4]",0.004332065582275391,PrescribedDDT,4,6,27
7,"[0, 5, 6, 1, 7, 3, 4, 2]",0.0036520957946777344,PrescribedDDT,2,28,21
8,"[4, 0, 2, 7, 5, 3, 1, 6]",0.0037262439727783203,PrescribedDDT,4,6,27
9,"[0, 6, 3, 7, 1, 5, 4, 2]",0.004338741302490234,PrescribedDDT,4,6,27
10,"[6, 1, 7, 2, 4, 5, 3, 0]",0.003648519515991211,PrescribedDDT,4,6,27
11,"[3, 6, 4, 2, 0, 7, 1, 5]",0.0036864280700683594,PrescribedDDT,2,28,21
12,"[5, 0, 4, 3, 6, 7, 1, 2]",0.0036466121673583984,PrescribedDDT,4,6,27
13,"[5, 2, 1, 0, 4, 3, 7, 6]",0.004286766052246094,PrescribedDDT,4,6,27
14,"[7, 3, 4, 2, 1, 6, 0, 5]",0.003636598587036133,PrescribedDDT,4,6,27
15,"[2, 6, 5, 3, 4, 7, 1, 0]",0.003681659698486328,PrescribedDDT,4,6,27
16,"[0, 7, 2, 3, 1, 5, 4, 6]",0.0036416053771972656,PrescribedDDT,2,28,21
17,"[2, 5, 3, 0, 4, 7, 6, 1]",0.0043544769287109375,PrescribedDDT,4,6,27
18,"[2, 1, 7, 0, 6, 5, 4, 3]",0.0036411285400390625,PrescribedDDT,4,6,27
19,"[4, 3, 0, 5, 7, 1, 2, 6]",0.003679037094116211,PrescribedDDT,4,6,27
20,"[4, 2, 1, 0, 3, 6, 7, 5]",0.0036287307739257812,PrescribedDDT,2,28,21
21,"[0, 4, 5, 1, 3, 6, 2, 7]",0.00538945198059082,PrescribedDDT,4,6,27
22,"[6, 7, 3, 4, 1, 5, 2, 0]",0.0036203861236572266,PrescribedDDT,4,6,27
23,"[7, 5, 1, 0, 2, 3, 6, 4]",0.003753185272216797,PrescribedDDT,4,6,27
24,"[5, 7, 4, 6, 0, 3, 2, 1]",0.006000995635986328,PrescribedDDT,4,6,27
25,"[3, 5, 6, 1, 2, 4, 0, 7]",0.00427699089050293,PrescribedDDT,4,6,27
26,"[1, 0, 6, 7, 2, 4, 3, 5]",0.0061266422271728516,PrescribedDDT,4,6,27
27,"[1, 0, 2, 3, 5, 6, 7, 4]",0.0042917728424072266,PrescribedDDT,4,6,27
28,"[4, 6, 0, 5, 3, 1, 2, 7]",0.003767251968383789,PrescribedDDT,4,6,27
29,"[3, 6, 1, 4, 5, 7, 2, 0]",0.004309415817260742,PrescribedDDT,4,6,27
30,"[1, 5, 6, 7, 3, 0, 2, 4]",0.003742218017578125,PrescribedDDT,2,28,21
31,"[3, 4, 2, 1, 6, 7, 5, 0]",0.0036907196044921875,PrescribedDDT,4,6,27
32,"[6, 7, 4, 2, 3, 5, 0, 1]",0.003742218017578125,PrescribedDDT,4,6,27
33,"[6, 1, 5, 3, 7, 0, 2, 4]",0.004317045211791992,PrescribedDDT,4,6,27
34,"[2, 1, 6, 7, 4, 5, 3, 0]",0.004353523254394531,PrescribedDDT,4,6,27
35,"[7, 0, 6, 4, 1, 5, 2, 3]",0.0037145614624023438,PrescribedDDT,2,28,21
36,"[0, 5, 2, 3, 1, 7, 4, 6]",0.0037415027618408203,PrescribedDDT,4,6,27
37,"[5, 6, 7, 2, 3, 0, 4, 1]",0.0036613941192626953,PrescribedDDT,4,6,27
38,"[1, 5, 2, 4, 6, 3, 0, 7]",0.003730297088623047,PrescribedDDT,2,28,21
