,SBoxes,time_elapsed,generation_method,max_item,max_item_count,zero_items_count
0,"[11, 1, 6, 3, 5, 14, 15, 8, 7, 2, 4, 0, 10, 9, 12, 13]",0.007811784744262695,PrescribedDDT,8,1,133
1,"[6, 11, 2, 3, 0, 10, 8, 1, 15, 7, 14, 13, 5, 4, 12, 9]",0.007601737976074219,PrescribedDDT,8,1,134
2,"[15, 5, 2, 7, 3, 11, 6, 4, 13, 9, 8, 1, 12, 14, 10, 0]",0.00771331787109375,PrescribedDDT,6,1,125
3,"[15, 14, 12, 2, 5, 7, 10, 8, 13, 1, 9, 11, 0, 4, 3, 6]",0.007549762725830078,PrescribedDDT,8,1,138
4,"[8, 12, 9, 3, 0, 7, 1, 6, 10, 15, 4, 2, 13, 14, 11, 5]",0.00760650634765625,PrescribedDDT,6,3,132
5,"[13, 1, 0, 14, 7, 5, 6, 2, 3, 8, 12, 10, 11, 9, 15, 4]",0.007603645324707031,PrescribedDDT,6,5,136
6,"[13, 0, 15, 3, 2, 9, 5, 6, 14, 12, 11, 10, 7, 8, 4, 1]",0.007575511932373047,PrescribedDDT,6,2,127
7,"[4, 11, 14, 15, 1, 3, 12, 5, 6, 10, 8, 2, 7, 9, 13, 0]",0.007549285888671875,PrescribedDDT,6,3,129
8,"[2, 10, 0, 13, 3, 5, 1, 9, 4, 7, 11, 15, 14, 8, 12, 6]",0.007591962814331055,PrescribedDDT,8,1,138
9,"[7, 6, 0, 12, 2, 9, 3, 11, 10, 1, 14, 5, 13, 15, 8, 4]",0.0076389312744140625,PrescribedDDT,8,1,130
10,"[12, 1, 15, 13, 11, 6, 2, 4, 3, 9, 14, 5, 0, 8, 7, 10]",0.007569789886474609,PrescribedDDT,8,1,136
11,"[4, 10, 7, 0, 15, 3, 12, 2, 5, 13, 14, 8, 9, 11, 6, 1]",0.00756525993347168,PrescribedDDT,8,1,138
12,"[7, 10, 1, 11, 6, 15, 8, 3, 2, 0, 5, 4, 14, 12, 9, 13]",0.007566213607788086,PrescribedDDT,6,2,127
13,"[8, 13, 11, 15, 3, 9, 10, 4, 6, 5, 1, 12, 7, 14, 2, 0]",0.007556915283203125,PrescribedDDT,6,5,136
14,"[6, 11, 1, 12, 2, 0, 8, 14, 5, 9, 4, 7, 10, 15, 13, 3]",0.007585763931274414,PrescribedDDT,6,2,127
15,"[13, 7, 15, 0, 2, 3, 10, 8, 4, 5, 6, 11, 1, 12, 14, 9]",0.007557392120361328,PrescribedDDT,6,3,132
16,"[12, 11, 10, 4, 5, 2, 3, 1, 0, 8, 15, 9, 13, 6, 7, 14]",0.0074999332427978516,PrescribedDDT,6,6,132
17,"[3, 8, 5, 14, 9, 7, 1, 0, 11, 10, 15, 6, 2, 4, 13, 12]",0.007735013961791992,PrescribedDDT,8,1,138
18,"[12, 1, 15, 13, 6, 9, 10, 8, 4, 3, 11, 14, 7, 5, 0, 2]",0.007609128952026367,PrescribedDDT,8,1,130
19,"[11, 14, 3, 1, 7, 12, 5, 10, 15, 8, 0, 13, 2, 4, 6, 9]",0.007590770721435547,PrescribedDDT,6,3,132
20,"[6, 8, 0, 1, 2, 3, 9, 11, 13, 12, 15, 4, 14, 5, 10, 7]",0.00758051872253418,PrescribedDDT,6,6,135
21,"[5, 6, 10, 1, 15, 7, 12, 0, 11, 9, 13, 4, 2, 14, 3, 8]",0.007603883743286133,PrescribedDDT,4,21,126
22,"[5, 1, 10, 14, 3, 9, 2, 11, 12, 0, 8, 6, 15, 7, 4, 13]",0.00752711296081543,PrescribedDDT,6,2,127
23,"[1, 8, 11, 7, 2, 3, 4, 6, 10, 13, 0, 9, 12, 14, 15, 5]",0.0076024532318115234,PrescribedDDT,6,2,127
24,"[4, 8, 9, 2, 13, 1, 10, 5, 7, 12, 0, 14, 6, 15, 11, 3]",0.007678031921386719,PrescribedDDT,6,4,131
25,"[12, 0, 13, 6, 15, 14, 7, 4, 8, 3, 1, 10, 11, 2, 5, 9]",0.0076084136962890625,PrescribedDDT,6,5,133
26,"[10, 7, 14, 8, 5, 1, 11, 0, 6, 2, 9, 12, 3, 4, 15, 13]",0.00754547119140625,PrescribedDDT,8,1,138
27,"[0, 1, 9, 8, 15, 4, 7, 3, 2, 11, 14, 6, 5, 12, 10, 13]",0.0075070858001708984,PrescribedDDT,6,4,128
28,"[14, 3, 4, 1, 13, 9, 15, 5, 7, 6, 0, 10, 2, 12, 8, 11]",0.007825374603271484,PrescribedDDT,8,2,135
29,"[4, 5, 14, 3, 11, 7, 1, 13, 15, 6, 12, 9, 0, 2, 8, 10]",0.0083160400390625,PrescribedDDT,6,7,134
30,"[14, 3, 10, 4, 15, 0, 12, 6, 2, 8, 11, 1, 7, 5, 13, 9]",0.007574319839477539,PrescribedDDT,6,3,129
31,"[7, 8, 12, 6, 10, 13, 15, 14, 5, 1, 9, 11, 3, 2, 0, 4]",0.007569551467895508,PrescribedDDT,8,1,130
32,"[8, 2, 6, 14, 3, 0, 5, 1, 4, 13, 9, 10, 15, 7, 12, 11]",0.0076122283935546875,PrescribedDDT,6,2,127
33,"[6, 11, 7, 14, 4, 3, 2, 15, 10, 8, 5, 13, 0, 12, 9, 1]",0.007684946060180664,PrescribedDDT,6,1,128
34,"[6, 12, 3, 5, 1, 14, 13, 10, 11, 0, 7, 9, 2, 8, 15, 4]",0.007671356201171875,PrescribedDDT,6,2,127
35,"[14, 4, 0, 12, 2, 10, 6, 13, 8, 7, 15, 3, 11, 1, 9, 5]",0.007548809051513672,PrescribedDDT,8,3,141
36,"[5, 15, 12, 4, 11, 3, 13, 7, 9, 14, 1, 0, 2, 8, 10, 6]",0.007552623748779297,PrescribedDDT,8,1,137
