,SBoxes,time_elapsed,generation_method,max_item,max_item_count,zero_items_count
0,"[54, 0, 23, 22, 32, 34, 30, 7, 55, 19, 36, 6, 21, 18, 41, 4, 16, 31, 63, 29, 50, 47, 49, 61, 25, 35, 3, 14, 10, 38, 45, 56, 59, 12, 58, 46, 60, 13, 33, 57, 17, 62, 20, 44, 9, 5, 1, 40, 52, 11, 2, 42, 53, 8, 26, 24, 27, 48, 43, 39, 15, 28, 51, 37]",0.3312075138092041,PrescribedDDT,6,48,2367
1,"[7, 47, 13, 28, 27, 21, 23, 1, 16, 42, 33, 38, 2, 36, 43, 18, 39, 3, 26, 22, 50, 37, 20, 55, 44, 59, 5, 25, 15, 17, 10, 0, 8, 52, 29, 34, 63, 58, 57, 46, 54, 49, 56, 11, 61, 24, 60, 14, 48, 30, 31, 51, 6, 62, 12, 35, 40, 19, 9, 41, 45, 32, 53, 4]",0.4607422351837158,PrescribedDDT,6,40,2336
2,"[0, 27, 2, 38, 54, 57, 40, 48, 15, 47, 16, 23, 34, 7, 12, 42, 25, 55, 35, 20, 5, 56, 62, 43, 49, 4, 63, 59, 24, 33, 21, 31, 52, 3, 44, 1, 36, 61, 8, 29, 17, 18, 14, 50, 41, 37, 45, 60, 13, 28, 46, 32, 39, 10, 30, 9, 53, 51, 26, 6, 22, 19, 11, 58]",0.35433387756347656,PrescribedDDT,6,56,2386
3,"[51, 44, 40, 42, 36, 20, 43, 11, 59, 57, 19, 18, 1, 6, 4, 58, 39, 35, 7, 48, 32, 23, 28, 17, 37, 52, 54, 27, 14, 41, 49, 56, 31, 16, 46, 30, 61, 25, 33, 2, 5, 38, 55, 22, 13, 21, 24, 3, 62, 15, 29, 12, 45, 53, 47, 60, 10, 26, 9, 50, 8, 63, 0, 34]",0.38530993461608887,PrescribedDDT,6,56,2377
4,"[8, 52, 25, 57, 56, 53, 16, 44, 29, 62, 32, 38, 13, 36, 59, 51, 1, 46, 48, 19, 50, 60, 2, 15, 5, 43, 26, 39, 35, 4, 33, 7, 0, 63, 20, 22, 31, 34, 58, 23, 27, 42, 49, 6, 30, 9, 41, 24, 28, 14, 10, 18, 3, 17, 11, 47, 55, 45, 21, 12, 37, 54, 61, 40]",0.36640191078186035,PrescribedDDT,6,49,2336
5,"[29, 14, 51, 30, 45, 56, 37, 41, 17, 18, 57, 44, 48, 28, 8, 25, 60, 24, 7, 4, 49, 31, 2, 63, 19, 6, 1, 27, 61, 11, 55, 59, 39, 52, 54, 47, 53, 33, 10, 20, 3, 58, 46, 42, 23, 26, 22, 16, 32, 34, 36, 5, 50, 21, 15, 38, 12, 9, 62, 35, 13, 40, 43, 0]",0.35195207595825195,PrescribedDDT,6,45,2370
6,"[33, 38, 50, 56, 3, 60, 49, 54, 48, 41, 7, 46, 12, 1, 52, 2, 36, 37, 4, 22, 8, 26, 10, 19, 63, 23, 25, 15, 9, 30, 17, 58, 16, 24, 42, 40, 59, 47, 27, 28, 11, 20, 6, 45, 21, 55, 43, 39, 29, 14, 5, 62, 51, 57, 32, 44, 0, 34, 18, 13, 53, 31, 35, 61]",0.5076305866241455,PrescribedDDT,6,52,2366
7,"[49, 10, 2, 26, 62, 19, 61, 34, 59, 30, 28, 11, 8, 33, 48, 55, 16, 9, 40, 43, 20, 42, 52, 24, 25, 38, 32, 60, 39, 6, 44, 54, 41, 13, 21, 23, 63, 17, 36, 57, 29, 4, 37, 7, 50, 12, 46, 0, 56, 14, 18, 58, 27, 35, 31, 3, 22, 47, 51, 5, 1, 45, 53, 15]",0.40677356719970703,PrescribedDDT,6,53,2359
8,"[60, 55, 54, 10, 44, 2, 50, 5, 19, 12, 20, 38, 28, 24, 29, 51, 25, 48, 21, 15, 36, 9, 8, 31, 61, 1, 57, 27, 11, 34, 46, 30, 16, 23, 4, 58, 39, 47, 62, 0, 3, 14, 7, 22, 13, 63, 56, 35, 40, 17, 6, 18, 26, 37, 45, 43, 52, 33, 53, 41, 32, 49, 59, 42]",0.4412074089050293,PrescribedDDT,6,48,2331
9,"[33, 9, 21, 7, 16, 55, 29, 25, 34, 49, 22, 45, 1, 27, 24, 61, 31, 39, 54, 14, 0, 4, 2, 42, 18, 5, 52, 6, 50, 13, 26, 17, 23, 11, 15, 35, 46, 37, 57, 38, 12, 62, 56, 20, 53, 30, 44, 19, 10, 8, 32, 40, 47, 43, 28, 36, 58, 63, 3, 48, 60, 59, 41, 51]",0.4289224147796631,PrescribedDDT,6,55,2384
10,"[53, 38, 37, 50, 33, 22, 25, 49, 17, 35, 4, 15, 7, 12, 44, 47, 8, 40, 43, 63, 24, 42, 57, 18, 3, 21, 41, 48, 6, 28, 2, 54, 10, 56, 29, 59, 55, 36, 27, 1, 32, 61, 11, 26, 23, 31, 20, 39, 5, 19, 46, 13, 60, 51, 16, 58, 52, 34, 14, 62, 30, 9, 45, 0]",0.8783054351806641,PrescribedDDT,6,56,2359
11,"[40, 11, 19, 0, 34, 2, 36, 59, 51, 58, 5, 49, 27, 22, 45, 37, 4, 8, 61, 60, 62, 10, 63, 31, 33, 35, 44, 21, 17, 39, 52, 55, 56, 14, 57, 42, 50, 13, 46, 20, 29, 23, 48, 6, 41, 7, 3, 16, 32, 53, 54, 1, 38, 12, 25, 15, 9, 47, 24, 18, 26, 43, 30, 28]",0.45018649101257324,PrescribedDDT,6,50,2377
12,"[53, 58, 35, 52, 61, 27, 14, 54, 20, 51, 4, 47, 43, 23, 55, 30, 48, 33, 37, 5, 63, 21, 50, 29, 31, 19, 59, 56, 36, 44, 2, 25, 45, 3, 42, 8, 7, 49, 11, 39, 62, 26, 12, 10, 15, 0, 1, 13, 38, 41, 24, 57, 17, 6, 9, 40, 22, 18, 34, 16, 32, 28, 60, 46]",0.43909430503845215,PrescribedDDT,6,44,2356
13,"[6, 14, 17, 4, 11, 24, 41, 39, 51, 45, 22, 52, 40, 19, 48, 58, 29, 20, 2, 28, 56, 25, 53, 5, 59, 30, 63, 43, 33, 31, 0, 37, 34, 36, 15, 8, 55, 27, 13, 54, 9, 26, 10, 38, 7, 46, 32, 62, 1, 3, 47, 60, 42, 35, 44, 18, 16, 50, 61, 21, 23, 49, 12, 57]",0.3341858386993408,PrescribedDDT,6,61,2399
14,"[33, 32, 10, 51, 36, 9, 26, 21, 27, 61, 28, 45, 58, 18, 55, 23, 29, 38, 44, 19, 54, 41, 40, 34, 25, 0, 2, 37, 53, 20, 48, 50, 56, 12, 63, 39, 8, 35, 47, 17, 31, 15, 1, 62, 52, 46, 13, 59, 5, 60, 3, 42, 14, 43, 24, 49, 11, 30, 4, 22, 16, 6, 57, 7]",0.3182072639465332,PrescribedDDT,6,53,2347
15,"[10, 5, 6, 50, 42, 0, 2, 49, 15, 29, 21, 11, 33, 45, 40, 47, 1, 54, 25, 38, 8, 28, 7, 26, 27, 41, 13, 53, 55, 46, 9, 48, 39, 61, 57, 35, 63, 17, 30, 3, 37, 36, 23, 32, 52, 24, 4, 59, 12, 44, 14, 34, 20, 22, 60, 56, 43, 31, 19, 58, 18, 16, 51, 62]",0.34625959396362305,PrescribedDDT,6,60,2394
16,"[30, 45, 39, 12, 36, 7, 50, 24, 63, 6, 32, 41, 21, 4, 60, 27, 58, 47, 2, 11, 49, 40, 25, 23, 61, 20, 31, 59, 51, 18, 9, 8, 19, 10, 14, 1, 34, 62, 3, 55, 5, 38, 22, 44, 28, 13, 33, 42, 43, 52, 35, 54, 0, 57, 48, 56, 16, 26, 37, 17, 29, 15, 46, 53]",0.3184819221496582,PrescribedDDT,6,51,2358
17,"[47, 62, 6, 58, 60, 1, 2, 61, 31, 10, 17, 4, 21, 9, 32, 43, 55, 27, 5, 18, 40, 26, 14, 34, 52, 54, 51, 63, 24, 8, 53, 15, 23, 42, 33, 57, 38, 48, 29, 28, 20, 56, 16, 22, 59, 37, 7, 39, 25, 13, 0, 46, 3, 19, 45, 49, 44, 36, 12, 50, 11, 35, 30, 41]",0.35724401473999023,PrescribedDDT,6,60,2400
18,"[58, 4, 35, 17, 3, 28, 2, 10, 21, 12, 32, 48, 11, 51, 56, 9, 55, 29, 49, 33, 50, 15, 34, 20, 31, 61, 25, 42, 7, 41, 5, 44, 60, 0, 1, 24, 37, 38, 27, 8, 54, 13, 22, 45, 19, 18, 57, 46, 53, 63, 30, 59, 36, 6, 16, 26, 40, 62, 52, 43, 47, 23, 14, 39]",0.42748022079467773,PrescribedDDT,6,52,2363
19,"[14, 23, 17, 43, 59, 27, 6, 49, 22, 52, 20, 31, 16, 42, 58, 56, 53, 8, 63, 15, 12, 32, 57, 55, 35, 48, 39, 37, 2, 40, 62, 5, 11, 44, 25, 41, 21, 3, 9, 4, 0, 10, 33, 7, 47, 30, 26, 29, 54, 50, 18, 28, 36, 60, 46, 19, 13, 34, 45, 61, 1, 38, 51, 24]",0.37868189811706543,PrescribedDDT,6,49,2354
20,"[6, 30, 16, 43, 50, 14, 41, 9, 59, 5, 1, 15, 35, 60, 22, 21, 33, 3, 51, 57, 53, 37, 20, 38, 36, 2, 0, 28, 44, 31, 12, 39, 11, 32, 61, 47, 25, 17, 48, 46, 4, 27, 58, 24, 42, 52, 23, 10, 13, 54, 55, 19, 26, 49, 45, 62, 34, 18, 63, 8, 7, 29, 56, 40]",0.31929850578308105,PrescribedDDT,6,57,2358
